Individual,Site,Species,Latitude,Longitude,Elevation,Leaf area,Fresh mass,Dry mass,Stem volume,Stem mass,Height,Distance,Bottom m,Top m,DBH,DBH 2,DBH 3,Summer 2015 notes,Summer 2015 Route,Summer 2015 Date Sampled,%N,%C
SORAME07_HF,HF,SORAME,42.53815801,-72.17914497,,156.852,1.4,0.4,0.72,0.34,3.40,1.8,,,,,,,,,2.099788904,43.36279297
SORAME08_HF,HF,SORAME,42.53729098,-72.17295804,,159.46,4.5,0.49,1.1,0.53,5.50,3,,,,,,,,,2.75120306,48.40399551
SORAME09_HF,HF,SORAME,42.53737003,-72.17299299,,189.074,1.73,0.51,2.21,0.94,5.00,3,,,,,,,,,2.45392251,48.12399292
SORAME10_HF,HF,SORAME,42.537654,-72.17298604,,193.653,1.8,0.48,1.39,0.49,4.50,3.5,,,,,,,,,2.794180155,47.44084167
SPIALB01_HF,HF,SPIALB,42.53888497,-72.17441599,,73.041,0.95,0.43,0.69,0.39,2.00,1,,,,,,,,,1.457424402,49.2791748
SPIALB03_HF,HF,SPIALB,42.53234499,-72.18911299,,134.107,1.09,0.44,0.52,0.3,1.00,1,,,,,,,,,1.938373446,48.71844864
SPIALB04_HF,HF,SPIALB,42.532864,-72.18656899,,54.443,0.51,0.19,0.11,0.13,,,,,,,,,,,2.923234224,48.55886459
SPIALB05_HF,HF,SPIALB,42.52838303,-72.18863899,,50.327,0.52,0.24,0.52,0.45,0.80,1,,,,,,,,,1.781614661,49.71495438
SPIALB08_HF,HF,SPIALB,42.535021,-72.18942697,,104.715,0.9,0.34,0.38,0.36,2.75,1.9,,,,,,,,,1.895287514,49.29419327
SPIALB09_HF,HF,SPIALB,42.46657496,-72.16192201,,40.38,0.42,0.19,0.15,0.1,1.00,1,,,,,,,,,2.130200148,48.85337448
SPITOM03_HF,HF,SPITOM,42.46637103,-72.16219702,,71.256,0.7,0.25,0.43,0.33,0.80,1,,,,,,,,,2.333146095,48.90570068
SPITOM04_HF,HF,SPITOM,42.46657404,-72.162021,,52.961,0.54,0.19,0.24,0.13,0.70,1,,,,,,,,,2.110574245,48.78383255
SPITOM05_HF,HF,SPITOM,42.46660698,-72.16189703,,84.167,0.81,0.29,0.06,0.04,0.40,1,,,,,,,,,1.887412667,49.03022003
SPITOM07_HF,HF,SPITOM,42.46636701,-72.16247404,,17.704,0.17,0.06,0.18,0.15,0.60,1,,,,,,,,,3.435988188,49.35529327
SPITOM09_HF,HF,SPITOM,42.463634,-72.16247496,,43.347,0.49,0.13,0.44,0.26,0.50,1,,,,,,,,,2.365707159,48.01515961
SPITOM13_HF,HF,SPITOM,42.46558104,-72.16153803,,88.82,0.99,0.37,0.79,0.33,0.90,,,,1,1,1,,,,2.388160229,50.11923218
TILAME02_HF,HF,TILAME,42.49305801,-72.19941401,,331.243,3.42,1.03,1.87,0.81,4.25,3.9,,,,,,,,,2.938797235,45.90076065
TILAME03_HF,HF,TILAME,42.49308097,-72.19930002,,287.215,3.18,0.99,1.78,0.9,21.50,17.5,,,,,,,,,2.737467289,45.34417343
TILAME05_HF,HF,TILAME,42.49334098,-72.19954804,,266.516,3.07,0.92,1.69,0.81,4.90,4.5,,,,,,,,,3.04364419,47.07049942
TILAME08_HF,HF,TILAME,42.493287,-72.19943597,,381.027,3.66,1.16,1.34,0.54,,,,,,,,,,,2.815113544,45.96295547
TILAME09_HF,HF,TILAME,42.49339697,-72.19947302,,399.345,4.2,1.3,0.99,0.38,,,,,,,,,,,3.104275703,46.70339203
TILAME10_HF,HF,TILAME,42.49968801,-72.20002203,,298.625,2.47,0.69,0.75,0.37,5.00,7,,,,,,,,,2.91957283,46.57836533
ULMAME01_HF,HF,ULMAME,42.49538901,-72.19969296,,113.972,1.22,0.35,2.58,1.26,6.00,3,7,,,,,,,,2.358283758,44.09650421
ULMAME02_HF,HF,ULMAME,42.49573996,-72.199872,,269.121,3.33,0.93,0.7,0.4,2.00,2,,,,,,,,,2.424141884,44.94984436
ULMAME03_HF,HF,ULMAME,42.49571398,-72.19978902,,322.886,3.76,1.19,1.92,1.02,,,,,,,,,,,1.540970206,44.46478653
ULMAME22_HF,HF,ULMAME,,,,201.728,2.53,0.76,1.38,0.67,2.00,1.4,,,,,,,,,1.928525925,44.78113174
VACMYR01_HF,HF,VACMYR,42.529398,-72.21948699,,85.94,0.93,0.33,0.06,0.04,2.00,2,,,,,,,,,2.058708429,50.04372025
VACMYR03_HF,HF,VACMYR,42.529399,-72.21938599,,81.315,0.81,0.24,0.24,0.1,5.50,5.75,,,,,,,,,2.381862402,49.44355774
VACMYR04_HF,HF,VACMYR,42.52926799,-72.219302,,53.44,0.51,0.2,0.23,0.21,,,,,,,,,,,1.780290008,49.55519485
VACMYR05_HF,HF,VACMYR,42.52930798,-72.21938498,,16.602,0.15,0.06,0.31,0.21,,,,,,,,,,,1.887968779,49.7116394
VACMYR07_HF,HF,VACMYR,42.52942901,-72.21927904,,55.48,0.54,0.18,0.29,0.15,,,,,,,,,,,1.794314504,49.78477478
VACMYR10_HF,HF,VACMYR,42.52952004,-72.21943804,,40.14,0.4,0.14,0.09,0.13,,,,,,,,,,,2.043496132,50.07442856
VIBCAS04_HF,HF,VIBCAS,42.53857199,-72.17432697,,204.65,3.33,0.83,3.06,1.8,2.00,2,,,,,,,,,2.050468445,48.00597382
VIBCAS06_HF,HF,VIBCAS,42.539394,-72.17548703,,121.183,2.05,0.54,1.1,0.69,3.70,1.4,2.3,,,,,,,,1.74993515,48.79528809
VIBCAS07_HF,HF,VIBCAS,42.53893903,-72.17476099,,148.659,2.34,0.78,1.06,0.53,2.00,1,,,,,,,,,1.806722999,49.25512695
VIBCAS08_HF,HF,VIBCAS,42.53883803,-72.17483098,,197.073,3.03,0.91,1.8,0.97,3.00,2.25,,,,,,,,,1.633979797,49.53765488
VIBCAS11_HF,HF,VIBCAS,42.53751897,-72.17293901,,92.49,1.26,0.27,0.9,0.49,2.50,1.8,,,,,,,,,2.311638594,47.31908798
VIBCAS12_HF,HF,VIBCAS,42.53764596,-72.17302199,,195.432,2.76,0.75,0.46,0.37,3.25,2.5,,,,,,,,,1.561887741,46.1558342
VIBCAS90_HF,HF,VIBCAS,,,,175.759,3.26,1.12,1.56,0.96,3.50,,,,1.6,1.5,1,,,,1.744632363,48.0239296
VIBLAN01_HF,HF,VIBLAN,42.53921002,-72.17830804,,284.128,3.7,1.62,1.1,0.58,2.50,2.1,,,,,,,,,1.867573857,47.55567551
VIBLAN03_HF,HF,VIBLAN,42.53923601,-72.17837099,,243.08,2.96,0.89,5.05,2.73,2.40,,,,1.8,1.5,1.1,,,,2.346603632,48.11594772
VIBLAN09_HF,HF,VIBLAN,42.53898798,-72.17816999,,319.926,3.81,1.2,2.75,1.41,2.20,1.5,,,,,,,,,2.171882391,47.93700409
VIBLAN10_HF,HF,VIBLAN,42.53445203,-72.18305698,,437.285,4.12,1.23,2.19,1.38,,,,,,,,,,,1.917124987,47.74533844
VIBLAN11_HF,HF,VIBLAN,42.53692604,-72.17983204,,271.476,3.6,0.89,1.85,0.89,1.75,2,,,,,,,,,2.767556906,46.8037796
VIBLAN12_HF,HF,VIBLAN,42.53830201,-72.178746,,299.986,3.92,1.04,2.34,1.17,1.55,1,,,,,,,,,2.391532183,47.45438766
